,time,latitude,longitude,down,heading,x,y,z
602,18999683000,40.440191367710725,-79.94256376063763,260.36596544927863,-111.6914293743704,145.27744174644948,-166.08506106726364,260.3621456261437
603,18999733000,40.440190874849684,-79.94256556710968,260.35871320826055,-111.8858818140956,145.12416988941234,-166.13979490663036,260.3548954417703
604,18999750000,40.44019038125895,-79.94256737733379,260.35189079835743,-111.92329590286646,144.97057969370502,-166.19460979067355,260.34807508696497
605,18999800000,40.440189891963556,-79.94256919226422,260.34473807813663,-111.75339095429327,144.81659016477238,-166.24894768365255,260.34092443978807
606,18999817000,40.44018940191355,-79.9425709732807,260.33588536168037,-111.41052314430021,144.66547807596055,-166.3033692704824,260.33207372531206
607,18999850000,40.44018892113117,-79.94257275103055,260.3264402071366,-110.95480773759886,144.51464311304304,-166.35676168742918,260.3226305895334
608,18999900000,40.4401884520426,-79.94257453536416,260.31721729819816,-110.41436643182101,144.36324952081327,-166.40885554508083,260.31340974137163
609,18999917000,40.44018799694959,-79.94257632986816,260.30805923376323,-109.83845975108085,144.21099297626526,-166.45939524412356,260.3042537943889
610,18999950000,40.44018755651619,-79.94257813489739,260.29876808542326,-109.2381502957134,144.05784336725344,-166.50830703909884,260.29496482273544
611,18999950000,40.44018755651619,-79.94257813489739,260.29876808542326,-109.2381502957134,144.05784336725344,-166.50830703909884,260.29496482273544
612,18999983000,40.44018712843084,-79.94257994939545,260.28924248196586,-108.6454750760491,143.9038903285199,-166.55584761835803,260.2854414448239
613,19000017000,40.44018671290773,-79.94258177369986,260.27974235955674,-108.11788909916241,143.74910522898273,-166.60199320286952,260.2759435995011
614,19999067000,40.440186321642116,-79.94258355147531,260.2710124101805,-107.6305523252214,143.5982679101093,-166.6454449917138,260.2672159064249
615,19999083000,40.44018592512019,-79.94258539164063,260.26181945805234,-107.30081838111819,143.44213703026332,-166.68948056840225,260.2580253078066
616,19999117000,40.4401855336332,-79.94258723999226,260.2529275507202,-107.20603634532655,143.28531156665628,-166.7329570424939,260.24913578176347
617,19999150000,40.44018514012626,-79.94258909254759,260.24344152569876,-107.16280599067454,143.12812942328773,-166.77665781692892,260.2396521345994
618,19999183000,40.440184746226215,-79.94259094960438,260.23416397556724,-107.15682356967454,142.97056535184223,-166.82040225392734,260.23037696605314
619,19999233000,40.44018435315897,-79.94259281285025,260.2241677898052,-107.1972281913495,142.81247613971868,-166.86405419796122,260.220383173182
620,19999250000,40.440183957963924,-79.94259467880161,260.21379418192436,-107.19072566109125,142.6541573695992,-166.90794242144727,260.2100119518242
621,19999300000,40.44018356146387,-79.94259655066467,260.2036459584144,-107.16823969049179,142.49533702030013,-166.95197557330678,260.19986611815244
